Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.320432662963867,24.78980179223696,23.87998139150813,24.778678625376525,212818400
2015-01-05,23.63528823852539,24.16916802993291,23.44843124496915,24.08908597636393,257142000
2015-01-06,23.637508392333984,23.89777416479279,23.27491425227713,23.699794044154206,263188400
2015-01-07,23.968963623046875,24.069065344465894,23.735390676859673,23.846615566061747,160423600
2015-01-08,24.889904022216797,24.947741436209547,24.180288730141065,24.298188530976255,237458000
2015-01-09,24.916601181030273,25.192438442414282,24.51619088453962,25.063417158305384,214798000
2015-01-12,24.302642822265625,25.054522602494966,24.202541082181053,25.047849379443655,198603200
2015-01-13,24.518409729003906,25.092330444797703,24.227001123216635,24.78757370102578,268367600
2015-01-14,24.42498779296875,24.578476995083378,24.135802385068178,24.255925476173466,195826400
2015-01-15,23.762088775634766,24.4828256890565,23.726497688347916,24.469479243468605,240056000
2015-01-16,23.577451705932617,23.931147738638376,23.40171617608169,23.80879968078104,314053200
2015-01-20,24.18474006652832,24.240352510869247,23.690901289235732,23.988983176267695,199599600
2015-01-21,24.369369506835938,24.705267389677548,24.08463241623283,24.235898306145774,194303600
2015-01-22,25.003355026245117,25.018926442594392,24.40718956191167,24.52731264395913,215185600
2015-01-23,25.132375717163086,25.303661293012837,24.80982253293594,24.981109805942747,185859200
2015-01-26,25.159069061279297,25.43935625129226,25.09233514747617,25.301436780647798,222460000
2015-01-27,24.278162002563477,25.021144940628666,24.253692397895794,25.007796803528418,382274800
2015-01-28,25.65068244934082,26.27576745744223,25.65068244934082,26.1667658481308,585908400
2015-01-29,26.44927978515625,26.51379042648761,25.706296620475385,25.875358932338358,337745600
2015-01-30,26.062211990356445,26.693968428529715,25.99325141784945,26.338049188914013,334982000
2015-02-02,26.38921356201172,26.50933663217492,25.821967710701898,26.260193995235177,250956400
2015-02-03,26.393661499023438,26.491538228734484,26.162313570071944,26.360293699213326,207662800
2015-02-04,26.596094131469727,26.807422432641452,26.31803191715725,26.360297916823008,280598800
2015-02-05,26.785919189453125,26.850684413148844,26.631822563975213,26.803784106725747,168984800
2015-02-06,26.56035804748535,26.8551504836002,26.453160023509593,26.80378437331176,174826400
2015-02-09,26.736785888671875,26.763584115561414,26.448693022626355,26.475492953370605,155559200
2015-02-10,27.25044059753418,27.279474284093233,26.835052713303483,26.837284763150453,248034000
2015-02-11,27.88916015625,27.898093467941823,27.35764088949896,27.41793861360003,294247200
2015-02-12,28.242013931274414,28.469809084535157,28.0432524624839,28.152682532032056,297898000
2015-02-13,28.380481719970703,28.425146574014246,28.061123072379967,28.425146574014246,217088800
2015-02-17,28.547977447509766,28.782472190621913,28.344748442965244,28.47204515109199,252609600
2015-02-18,28.746742248535156,28.760141365502836,28.4631151111148,28.503314165872993,179566800
2015-02-19,28.686437606811523,28.815968060168334,28.659639377741044,28.693137164079143,149449600
2015-02-20,28.920927047729492,28.920927047729492,28.597102677385532,28.72439764991122,195793600
2015-02-23,29.70258140563965,29.70258140563965,28.956667773152923,29.037065874168317,283896400
2015-02-24,29.517215728759766,29.836576047162705,29.293888073938817,29.68917897713058,276912400
2015-02-25,28.762374877929688,29.389928618737702,28.619445276824592,29.38099360183148,298846800
2015-02-26,29.12639045715332,29.226887213809082,28.275512692313526,28.762365312770456,365150000
2015-02-27,28.688676834106445,29.15989840086983,28.63954446921471,29.03259998063847,248059200
2015-03-02,28.82937240600586,29.095132918211306,28.652945019761663,28.86510565639036,192386800
2015-03-03,28.88966941833496,28.925402665724054,28.60604230471284,28.80033970757226,151265200
2015-03-04,28.706539154052734,28.934334347098382,28.65741019840567,28.831605520231744,126665200
2015-03-05,28.230857849121094,28.75344389507226,28.085694490627343,28.715478591670053,226068400
2015-03-06,28.273284912109375,28.89190185712468,28.19735431616849,28.67527372751503,291368400
2015-03-09,28.393884658813477,28.936572761262916,27.9293626172482,28.577013311219282,354114000
2015-03-10,27.806533813476562,28.411751706689916,27.64797134290231,28.23085680575475,275426400
2015-03-11,27.299577713012695,27.864596524336754,27.270545725249434,27.860130720009767,275756000
2015-03-12,27.793127059936523,27.89362553089279,27.163343116592372,27.315205996029857,193450800
2015-03-13,27.6010684967041,28.005292775799237,27.375508755701606,27.78196508492979,207309200
2015-03-16,27.904788970947266,27.904788970947266,27.440268757456078,27.665828455442682,143497200
2015-03-17,28.37154769897461,28.434079174613988,28.061122370725606,28.116954288811467,204092400
2015-03-18,28.69090461730957,28.845001247215315,28.221916874295566,28.36261268604332,261083600
2015-03-19,28.47428321838379,28.86510671353808,28.45195078800316,28.75344285777971,183238000
2015-03-20,28.116958618164062,28.675276181135587,27.951696592262806,28.64177838821013,274780400
2015-03-23,28.409509658813477,28.552439216023664,28.255413037755265,28.389410988512694,150838800
2015-03-24,28.29338264465332,28.59487295012784,28.264348957509863,28.413979789156055,131369200
2015-03-25,27.554170608520508,28.322418430487524,27.554170608520508,28.259886948021393,206620800
2015-03-26,27.746225357055664,27.889154909525836,27.379968165869016,27.415701405913893,190291600
2015-03-27,27.525136947631836,27.848961406650208,27.449206353212908,27.819929421229148,158184800
2015-03-30,28.2219181060791,28.228617663523096,27.692630917889737,27.703797982866327,188398800
2015-03-31,27.788665771484375,28.248720288123753,27.773032900642892,28.159388867377384,168362400
2015-04-01,27.748476028442383,27.94277180597325,27.491648746562923,27.87577279196793,162485600
2015-04-02,27.9874267578125,28.041024927702686,27.735067075051738,27.92266152159494,128880400
2015-04-06,28.440784454345703,28.47651770696041,27.76633549786807,27.797601241978306,148776000
2015-04-07,28.141525268554688,28.61274517001839,28.134825709858575,28.50554882317018,140049200
2015-04-08,28.049955368041992,28.228618187856657,27.90925954754002,28.10578728625221,149316800
2015-04-09,28.264352798461914,28.26882030656257,27.840031537075223,28.105790337990708,129936000
2015-04-10,28.384952545166016,28.409518730392243,27.974030362936887,28.128125329345178,160752000
2015-04-13,28.329111099243164,28.713236620663952,28.2755129421435,28.66856836601396,145460400
2015-04-14,28.206289291381836,28.42738323808499,28.119191624381955,28.362618000393127,102098400
2015-04-15,28.313486099243164,28.391650455034295,28.14152451650268,28.230855939059044,115881600
2015-04-16,28.1772518157959,28.384946617793247,28.163852700781522,28.201817995892192,113476000
2015-04-17,27.860122680664062,28.170547959394753,27.795357461553067,28.038785471580923,207828000
2015-04-20,28.496606826782227,28.612736451123215,27.953920587647207,28.043251985369725,188217200
2015-04-21,28.342519760131836,28.630610999180256,28.288919884343844,28.608280273384672,129740400
2015-04-22,28.724403381347656,28.780235297985456,28.21075077059283,28.360379898256962,150618000
2015-04-23,28.958894729614258,29.126390459959783,28.61720371232613,28.652936952650087,183083600
2015-04-24,29.095123291015625,29.17328932440381,28.860628598560265,29.142023592590373,178103600
2015-04-27,29.624414443969727,29.731614180501488,29.289422934655136,29.548483853042118,387816800
2015-04-28,29.157663345336914,30.04650661823436,28.936571107983564,30.02864340140011,475696000
2015-04-29,28.728870391845703,29.38768631523267,28.652939804382193,29.068329393289822,253544400
2015-04-30,27.949459075927734,28.728872190424035,27.82216236838046,28.728872190424035,332781600
2015-05-01,28.79810333251953,29.06163176398269,27.982958672716148,28.161619792405876,234050400
2015-05-04,28.742271423339844,29.15989649766207,28.644006699969907,28.920934246947915,203953200
2015-05-05,28.094621658325195,28.686438622653633,28.090154150752014,28.619439639895173,197085600
2015-05-06,27.918190002441406,28.306779636346235,27.549699039185473,28.264346837614443,288564000
2015-05-07,28.09087371826172,28.27476727952215,27.812789436572668,27.98098482959033,175763600
2015-05-08,28.62013053894043,28.62013053894043,28.281496646737725,28.409325085242145,222201600
2015-05-11,28.328590393066406,28.606672974255993,28.173850078151617,28.568549094369533,168143200
2015-05-12,28.22767448425293,28.454176395333747,27.99220023537915,28.167123180955276,192640000
2015-05-13,28.259075164794922,28.523702708268758,28.227678821583822,28.290471508006025,138776800
2015-05-14,28.918394088745117,28.918394088745117,28.51696925361795,28.57303438501216,180814000
2015-05-15,28.878032684326172,29.039500558010683,28.752447320781446,28.945311535352136,152832000
2015-05-18,29.19647979736328,29.31533760796462,28.78608260489397,28.7905687737688,203531600
2015-05-19,29.16956329345703,29.351213741081374,29.073129504283237,29.30860370088436,178532800
2015-05-20,29.16732406616211,29.373643343707954,29.005856210353336,29.153868981835398,145819600
2015-05-21,29.465591430664062,29.519415190733618,29.11574554507242,29.169569305141973,158921600
2015-05-22,29.723487854003906,29.819921657140842,29.46783099774743,29.512685839361247,182384000
2015-05-26,29.068641662597656,29.806460541334346,28.956511425143486,29.736940341623683,282790400
2015-05-27,29.611358642578125,29.660696232545494,29.16508238143343,29.23011642896636,183332800
2015-05-28,29.55304718017578,29.591171052947995,29.400551689086928,29.57098843005862,122933200
2015-05-29,29.216655731201172,29.479040088189997,29.131435651823395,29.429702507702174,203538000
2015-06-01,29.27496337890625,29.465586167569363,29.165077926898388,29.216656882370312,128451200
2015-06-02,29.14490509033203,29.30188680444473,29.001378462865464,29.12247766462534,134670400
2015-06-03,29.180774688720703,29.364669938252323,29.13143710577045,29.30187727303265,123934000
2015-06-04,29.010345458984375,29.28394360915436,28.90942889387615,29.059683054716306,153800400
2015-06-05,28.851116180419922,29.08434905085685,28.78608213155326,29.04173900210717,142507200
2015-06-08,28.660497665405273,28.97670584773006,28.442964668084898,28.907182205972028,210699200
2015-06-09,28.575273513793945,28.723286270314905,28.171605626046762,28.413805674306314,224301600
2015-06-10,28.90270233154297,29.00586027379526,28.671712515418594,28.687410686322938,156349200
2015-06-11,28.837657928466797,29.194231315241936,28.81298913568679,28.96997080703964,141563600
